show_id|IMDB_id|type|title|release_year|rating|popularity|genres|PG|duration|seasons|director|date_added|country|cast|description
80038442|tt3824412|Movie|Results|2015|5.4|6533|Comedies, Independent Movies|R|105||Andrew Bujalski|October 22, 2015|United States|Guy Pearce, Cobie Smulders, Kevin Corrigan, Giovanni Ribisi, Anthony Michael Hall, Brooklyn Decker, Constance Zimmer, Tishuan Scott|After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.
80091310|tt4158096|Movie|Free Fire|2016|6.4|41746|Action & Adventure, Comedies, Independent Movies|R|91||Ben Wheatley|October 21, 2019|United Kingdom|Sharlto Copley, Armie Hammer, Brie Larson, Cillian Murphy, Jack Reynor, Babou Ceesay, Enzo Cilenti, Sam Riley, Michael Smiley, Noah Taylor, Patrick Bergin, Mark Monero|A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.
70114484|tt1301264|Movie|The Rainbow Troops|2008|7.8|2123|Children & Family Movies, Dramas, International Movies|TV-PG|119||Riri Riza|October 21, 2018|Indonesia|Cut Mini Theo, Ikranagara, Lukman Sardi, Ario Bayu, Tora Sudiro|Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.
80169350|tt1340782|TV Show|The Liar|2013|||Crime TV Shows, International TV Shows, TV Dramas|TV-14||1||October 21, 2017||Aenie Wong, Janelle Chin, Karena Teo, Goh Wee Ping, Sam Chong|At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives.
80066079|tt4421578|TV Show|Containment|2016|7.2|10036|TV Dramas, TV Thrillers|TV-14||1||October 21, 2016|United States|David Gyasi, Christina Marie Moses, Chris Wood, Kristen Gutoskie, Claudia Black, George Young, Hanna Mangan Lawrence, Trevor St. John|When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure.
80117443|tt6023444|Movie|Joe Rogan: Triggered|2016|7.5|3947|Stand-Up Comedy|TV-MA|64||Anthony Giordano|October 21, 2016|United States|Joe Rogan|Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins.
80010717|tt4286560|Movie|Wyatt Cenac: Brooklyn|2014|6.3|204|Stand-Up Comedy|TV-MA|68||Wyatt Cenac|October 21, 2014|United States|Wyatt Cenac|Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.
81020005|tt8435268|Movie|How to Get Over a Breakup|2018|6.2|1771|Comedies, International Movies, Romantic Movies|TV-MA|104||Joanna Lombardi, Bruno Ascenzo|October 20, 2018|Peru|Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín|A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.
81035748||Movie|The Gospel of John|2014|||Dramas, Faith & Spirituality|TV-14|161||David Batty|October 20, 2018|United Kingdom, United States, Morocco|Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, David Harewood|In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel.
80135164|tt6214928|Movie|1922|2017|6.3|52683|Dramas, Thrillers|TV-MA|103||Zak Hilditch|October 20, 2017|United States|Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough|A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.
70167128|tt1784538|Movie|Miss Representation|2011|7.6|3635|Documentaries|NR|90||Jennifer Siebel Newsom|October 20, 2017|United States||Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.
80118101||Movie|One of Us|2017|||Documentaries|TV-14|95||Heidi Ewing, Rachel Grady|October 20, 2017|United States||In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.
80184569|tt7334894|TV Show|The Day I Met El Chapo|2017|6.9|923|Crime TV Shows, Docuseries, International TV Shows|TV-MA||1||October 20, 2017|United States|Kate del Castillo|Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.
80113669|tt5723286|Movie|Wheelman|2017|6.4|17438|Action & Adventure|TV-MA|82||Jeremy Rush|October 20, 2017|United States|Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine|The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.
80222133|tt0041198|TV Show|Border Patrol|2016|7.0|2177|Reality TV|TV-PG||1||October 2, 2019||Timothy Balme|This reality TV series follows the men and women of New Zealand's border patrol in their quest to keep their country safe and secure.
81029301|tt4883194|TV Show|Botched Up Bodies|2013|6.2|88|British TV Shows, Docuseries, International TV Shows|TV-MA||1||October 2, 2019|United Kingdom|Charlie Brooks, Sue Johnston|From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers.
81025218|tt9703112|TV Show|Bringing Sexy Back|2015|6.7|60|International TV Shows, Reality TV|TV-14||1||October 2, 2019||Samantha Armstrong|In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results.
81025251|tt7094842|TV Show|Court Justice|2017|6.9|47|Crime TV Shows, Docuseries, International TV Shows|TV-MA||1||October 2, 2019|Australia|Chris Bourke|In a bustling local court in Sydney, 12 magistrates preside over different levels of criminal offenses and deliver life-changing verdicts.
80224490|tt8048014|TV Show|Diva Brides|2017|||British TV Shows, Reality TV|TV-MA||1||October 2, 2019|||In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms.
81025309|tt2510302|TV Show|Ghost Town Gold|2012|7.1|131|Reality TV|TV-14||1||October 2, 2019|United States|Brit Eaton, Scott Glaves|Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles.
81025263|tt4693368|TV Show|Horror Homes|2016|5.1|19|British TV Shows, Docuseries, International TV Shows|TV-14||1||October 2, 2019|United Kingdom|Jill Halfpenny|Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in.
81025361|tt1348952|TV Show|Kitten Rescuers|2017|||British TV Shows, International TV Shows, Reality TV|TV-14||1||October 2, 2019|United Kingdom|Jo Brand|Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.
81025317|tt4230936|TV Show|License to Drill: Louisiana|2014|6.5|25|Reality TV|TV-PG||1||October 2, 2019|Canada||A crew of oil riggers work an off-season job and swap the blistering cold of their native Canada for sunny, Southern comfort in the Big Easy.
80209609|tt1097748|TV Show|Living Undocumented|2019|6.5|494|Docuseries|TV-MA||1||October 2, 2019|United States||Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.
81094801|tt6736198|Movie|Ready to Mingle|2019|5.9|2031|Comedies, International Movies, Romantic Movies|TV-MA|98||Luis Javier Henaine|October 2, 2019|Mexico|Cassandra Ciangherotti, Gabriela de la Garza, Irán Castillo, Sophie Alexander-Katz, Flor Eduarda Gurrola, Mariana Cabrera, Juan Pablo Medina, Pablo Cruz Guerrero, Diana Bovio, Andrés Almeida|After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband.
81191195|tt7904606|Movie|Salam - The First ****** Nobel Laureate|2018|7.9|345|Documentaries|TV-PG|76||Anand Kamalakar|October 2, 2019|United States||Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home.
80218973||Movie|Death Race: Beyond Anarchy|2017|||Action & Adventure|R|111||Don Michael Paul|October 2, 2018|United States, Bulgaria|Zach McGowan, Danny Glover, Frederick Koehler, Danny Trejo, Christine Marzano, Cassie Clare, Yennis Cheung, Lucy Aarden|"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race."""
80235999||Movie|Eric ldle's What About Dick?|2012|||Comedies, Music & Musicals|TV-MA|81||Eric Idle, Aubrey Powell|October 2, 2018|United States|Russell Brand, Billy Connolly, Tim Curry, Eric Idle, Eddie Izzard, Jane Leeves, Jim Piddock, Tracey Ullman, Sophie Winkleman|In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.
80215419|tt9017614|Movie|Joe Rogan: Strange Times|2018|7.4|3633|Stand-Up Comedy|TV-MA|64||Anthony Giordano|October 2, 2018||Joe Rogan|Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.
80236359|tt7775958|TV Show|Monty Python Best Bits (mostly)|2014|7.5|194|British TV Shows, Docuseries, TV Comedies|TV-14||1||October 2, 2018|United Kingdom|Hugh Bonneville, Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin|Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches.
70118860||Movie|Monty Python Conquers America|2008|||Documentaries|TV-MA|55||Will Yapp|October 2, 2018||Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese|Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.
80017240|tt3872778|Movie|Monty Python Live (Mostly): One Down, Five to Go|2014|7.7|2384|Comedies|TV-MA|137||Eric Idle|October 2, 2018|United Kingdom|John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin|Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.
70118859||Movie|Monty Python: Before the Flying Circus|2000|||Comedies, Documentaries|TV-14|56||Will Yapp|October 2, 2018|United Kingdom|Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese|Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.
80236356|tt0287570|Movie|Monty Python: Live at Aspen|1998|7.9|1013|Comedies, Documentaries|TV-MA|58|||October 2, 2018|United States|Robert Klein, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Graham Chapman, Eddie Izzard|The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.
80236778|tt0084352|Movie|Monty Python: Live at The Hollywood Bowl|1982|7.9|13216|Comedies|R|80||Terry Hughes, Ian MacNaughton|October 2, 2018|United Kingdom, United States|Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Neil Innes, Carol Cleveland|"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."""
80236470|tt4256544|Movie|Monty Python: The Meaning of Live|2014|7.6|493|Documentaries|TV-MA|94||Roger Graef, James Rogan|October 2, 2018|United Kingdom|John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Mike Myers, Graham Chapman, Stephen Hawking|From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.
70213237|tt1422182|TV Show|Monty Python's Almost the Truth|2009|8.1|1553|British TV Shows, Docuseries|NR||1||October 2, 2018|United Kingdom|Graham Chapman, Eric Idle, John Cleese, Michael Palin, Terry Gilliam, Terry Jones|The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary.
80236357|tt0202477|TV Show|Monty Python's Fliegender Zirkus|1972|8.2|1821|International TV Shows, TV Comedies|TV-14||1||October 2, 2018|United Kingdom, West Germany|Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth|The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.
699257|tt0079470|Movie|Monty Python's Life of Brian|1979|8.1|365654|Classic Movies, Comedies, Cult Movies|R|94||Terry Jones|October 2, 2018|United Kingdom|Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland|Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.
80237311|tt0795156|TV Show|Monty Python's Personal Best|2005|8.0|388|British TV Shows, TV Comedies|TV-MA||1||October 2, 2018|United States|John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle|Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.
80236574|tt0213984|Movie|Parrot Sketch Not Included: Twenty Years of Monty Python|1989|8.2|1412|Comedies|TV-14|72||Ian MacNaughton|October 2, 2018|United Kingdom|Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth|Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.
80988048|tt3260850|Movie|The Meaning of Monty Python|2013|7.7|258|Documentaries|TV-MA|60||Albert Sharpe|October 2, 2018|United States||"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life."""
80039069|tt3165612|Movie|Sleeping with Other People|2015|6.5|40526|Comedies, Dramas, Independent Movies|R|101||Leslye Headland|October 2, 2017|United States|Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet|Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform.
80046779|tt4199110|Movie|Anjelah Johnson: Not Fancy|2015|5.8|607|Stand-Up Comedy|TV-14|64||Jay Karas|October 2, 2015|United States|Anjelah Johnson-Reyes|The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.
80995687||Movie|Little Singham: Kaal Ki Tabaahi|2019|||Children & Family Movies, Comedies|TV-Y7|66||Prakash Satam|October 19, 2019|||Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?
60001650|tt0119654|Movie|Men in Black|1997|7.3|514368|Action & Adventure, Comedies, Sci-Fi & Fantasy|PG-13|98||Barry Sonnenfeld|October 19, 2019|United States|Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón|A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.
81172848|tt8844480|Movie|Moms at War|2018|6.2|41|Comedies, Dramas, International Movies|TV-14|92||Omoni Oboli|October 19, 2019|Nigeria|Omoni Oboli, Funke Akindele, Yul Edochie, Abayomi Alvin, Adebukola Oladipupo, Sharon Ooja, Eucharia-Anunobi Ekwu, Harriet Akinola, Michelle Dede|Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class.
81034575|tt4951982|Movie|The Command|2018|6.6|15173|Dramas, International Movies, Thrillers|PG-13|118||Thomas Vinterberg|October 19, 2019|Belgium, Luxembourg, France|Matthias Schoenaerts, Léa Seydoux, Colin Firth, Peter Simonischek, August Diehl, Max von Sydow, Bjarne Henriksen, Magnus Millang, Artemiy Spiridonov|For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.
81025800|tt9077184|TV Show|Accidentally in Love|2018|7.6|746|International TV Shows, Romantic TV Shows, TV Comedies|TV-14||1||October 19, 2018|United States|Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng, Li Ma, Mo Zhou|Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.
81003997|tt7188736|TV Show|Ask the Doctor|2017|6.6|220|Docuseries, International TV Shows, Science & Nature TV|TV-PG||1||October 19, 2018|Australia|Shalin Naik, Renee Lim, Sandro Demaio|From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.
80207486|tt7768010|TV Show|Best.Worst.Weekend.Ever.|2018|6.4|234|Kids' TV, TV Comedies|TV-PG||1||October 19, 2018|United States|Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett|Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.
80226951|tt9154584|Movie|Club de Cuervos Presents: I, Potro|2018|6.3|422|Movies|TV-MA|51||Marcos Bucay|October 19, 2018|Mexico, Argentina|Joaquín Ferreira, Marcela Álvarez, Benjamín Alfonso, Emilia Claudeville, Mauricio Llera, Sol Gaschetto, Martín Seefeld, Martín Rocco, Gonzalo VIzán|Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.
80216677|tt9077188|Movie|Derren Brown: Sacrifice|2018|7.1|1624|Movies|TV-MA|50|||October 19, 2018||Derren Brown|Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.
80232279||Movie|Gnome Alone|2018|||Children & Family Movies, Comedies|PG|86||Peter Lepeniotis|October 19, 2018|United Kingdom, Canada, United States, Cayman Islands|Becky G., Josh Peck, Tara Strong, Olivia Holt, David Koechner, Jeff Dunham, Patrick Stump, Nash Grier, Madison De La Garza, George Lopez|After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world.
80239666|tt3967878|Movie|Illang: The Wolf Brigade|2018|6.0|3971|Action & Adventure, International Movies, Sci-Fi & Fantasy|TV-MA|140||Kim Jee-woon|October 19, 2018|South Korea|Gang Dong-won, Han Hyo-joo, Jung Woo-sung, Kim Mu-yeol, Han Ye-ri, Choi Min-ho, Shin Eun-soo, Kim Beop-rae, Lee Dong-ha, Jung Won-joong, Choi Jin-ho|In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.
81011973|tt4083622|Movie|Naa Bangaaru Talli|2013|7.1|136|Dramas, International Movies|TV-MA|122||Rajesh Touchriver|October 19, 2018|India|Siddique, Anjali Patil, Lakshmi Menon, Nina Kurup, Rathna Shekar Reddy, Anoop Aravindan|A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking.
81031037|tt9155740|Movie|Oddbods: Party Monsters|2018|4.9|9|Movies|TV-Y|23|||October 19, 2018||Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi|Dressed up as detective Sherlock Holmes, Slick must crack the case when a magician turns Jeff's spooky-costume party guests into their scary alter egos.
80144152|tt5998744|Movie|S Storm|2016|5.2|593|Action & Adventure, International Movies|TV-MA|95||David Lam|October 19, 2018|Hong Kong, China|Louis Koo, Julian Cheung, Vic Chou, Ada Choi, Bowie Lam, Dada Chan, Janelle Sing, Lo Hoi-pang|Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.
81035749|tt3900196|Movie|The Gospel of Luke|2015|7.0|293|Dramas, Faith & Spirituality|TV-14|205||David Batty|October 19, 2018|United States, United Kingdom, Morocco|Selva Rasalingam, Karima Gouit, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, Mohamed El Korchi, Ramdane Aala|Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.
81035750|tt3253940|Movie|The Gospel of Mark|2015|7.9|129|Dramas, Faith & Spirituality|TV-14|123||David Batty|October 19, 2018||Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef|See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.
81035751|tt3248148|Movie|The Gospel of Matthew|2014|8.0|126|Dramas, Faith & Spirituality|TV-14|190||David Batty|October 19, 2018||Selva Rasalingam, Mourad Zaoui, Karima Gouit, El Mahmoudi M'Barek, Abdelilah Wahbi, Ait Youssef Youssef, Ramdane Aala, Mohamed El Korchi|The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.
80148162|tt6116856|Movie|The Night Comes for Us|2018|7.0|20912|Action & Adventure, International Movies|TV-MA|121||Timo Tjahjanto|October 19, 2018|Indonesia, United States|Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez, Sunny Pang, Salvita Decorte, Abimana Aryasatya, Zack Lee, Dimas Anggara, Julie Estelle, Dian Sastrowardoyo|After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.
80211465|tt1655460|TV Show|Wanderlust|2018|5.6|72055|British TV Shows, International TV Shows, Romantic TV Shows|TV-MA||1||October 19, 2018|United Kingdom|Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo|Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.
80171705|tt6009140|Movie|Wedding Unplanned|2017|6.2|3097|Comedies, International Movies, Romantic Movies|TV-MA|94||Reem Kherici|October 19, 2017|France|Reem Kherici, Nicolas Duvauchelle, Julia Piaton, Sylvie Testud, François-Xavier Demaison, Chantal Lauby, Lionnel Astier, Ève Saint-Louis, Victoria Monfort, Amelie Fonlupt|Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!
81172729|tt1049947|Movie|10 Days in Sun City|2017|5.1|45|Comedies, International Movies, Romantic Movies|TV-14|87||Adze Ugah|October 18, 2019|South Africa|Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.|After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.
81172895|tt5305246|Movie|93 Days|2016|6.0|1364|Dramas, International Movies, Thrillers|TV-14|121||Steve Gukas|October 18, 2019|Nigeria|Bimbo Akintola, Somkele Iyamah, Danny Glover, Gideon Okeke, Seun Kentebe, Keppy Ekpenyong, Zara Udofia Ejoh, Bimbo Manuel, Patrick Diabuah, Tina Mba, Alastair Mackenzie, Tim Reid|Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.
80206910|tt5952634|Movie|Eli|2019|7.9|30395|Horror Movies|TV-MA|98||Ciarán Foy|October 18, 2019|United States|Charlie Shotwell, Lili Taylor, Kelly Reilly, Max Martini, Sadie Sink, Deneen Tyler, Katia Gomez|With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.
81172905||Movie|In My Country|2018|||Dramas, International Movies|TV-14|99||Frank Rajah Arase|October 18, 2019||Sam Dede, Bimbo Manuel, Okawa Shaznay, Shan George, Austin Enabulele, Precious Udoh|A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage.
80217627|tt8367694|TV Show|Interior Design Masters|2019|6.5|895|British TV Shows, International TV Shows, Reality TV|TV-PG||1||October 18, 2019|United Kingdom||Aspiring interior designers transform a variety of spaces from dowdy to delightful as they vie for a life-changing contract with a top London hotel.
80178724|tt8880894|TV Show|Living with Yourself|2019|7.2|24724|TV Comedies, TV Dramas|TV-MA||1||October 18, 2019|United States|Paul Rudd, Aisling Bea, Desmin Borges, Zoë Chao, Karen Pittman|Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself.
81132442|tt6555772|Movie|Love, Surreal and Odd|2017|5.6|2815|Comedies, International Movies, Romantic Movies|TV-14|95||Yılmaz Erdoğan|October 18, 2019|Turkey|Aylin Kontante, Bülent Emrah Parlak, Büşra Pekin, Çağlar Çorumlu, Fatih Artman, Gupse Özay, Serkan Keskin, Şebnem Bozoklu|When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.
81020066|tt1098749|TV Show|Mighty Little Bheem: Diwali|2019|7.2|23|Kids' TV, TV Comedies|TV-Y||1||October 18, 2019|India|Samriddhi Shukla, Nishka Raheja, Arannya Kaur, Shanoor Mirza, Rajesh Kava|From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.
81193245|tt0970452|TV Show|MONKART|2017|6.1|69109|Kids' TV, Korean TV Shows|TV-Y7||1||October 18, 2019||Kim Jae-ha, Kwon Ji-hye, Lee Bo-hee, Um Sang-hyun, Jung Yoon-jung, Kim Bo-min, Hong So-young, Hong Bum-ki, Ahn Jang-hyuk|Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.
81172723||Movie|New Money|2018|||Dramas, International Movies|TV-14|107||Tope Oshin|October 18, 2019|Nigeria|Jemima Osunde, Blossom Chukwujekwu, Kate Henshaw-Nuttal, Dakore Akande, Wale Ojo, Wofai Fada, Osas Ighodaro Ajibade, Falz, Daniel Effiong, Adeolu Adefarasin|An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.
80990336||Movie|Seventeen|2019|||Comedies, Dramas, International Movies|TV-MA|100||Daniel Sánchez Arévalo|October 18, 2019|Spain|Biel Montoro, Nacho Sánchez, Lola Cordón, Itsaso Arana, Chani Martín, Iñigo Aranburu, Kandido Uranga, Javier Cifrián, Mamen Duch, Carolina Clemente, Jorge Cabrera, Daniel Fuster, Edgar Costas, Patxi Santamaría|To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.
81172909||Movie|Tatu|2017|||Action & Adventure, Dramas, International Movies|TV-MA|101||Don Omope|October 18, 2019|Nigeria|Rahama Sadau, Sambasa Nzeribe, Segun Arinze, Gabriel Afolayan, Desmond Elliot, Funlola Aofiyebi, Toyin Aimakhu, Stephen Demian, Afeez Oyetoro, Oludara Egerton Shyngle|Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.
80214706||Movie|Tell Me Who I Am|2019|||Documentaries|TV-MA|86||Ed Perkins|October 18, 2019|United Kingdom||In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.
80994011|tt5865326|Movie|The Laundromat|2019|6.3|43386|Comedies, Dramas|R|96||Steven Soderbergh|October 18, 2019|United States|Meryl Streep, Gary Oldman, Antonio Banderas, Sharon Stone, James Cromwell, Jeffrey Wright, Melissa Rauch, Jeff Michalski, Jane Morris, Robert Patrick, David Schwimmer|When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.
80208910|tt1106395|TV Show|Unnatural Selection|2019|8.0|1378|Docuseries, Science & Nature TV|TV-MA||1||October 18, 2019|United States||From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.
81172902|tt8631800|Movie|Up North|2018|5.4|116|Dramas, International Movies|TV-14|99||Tope Oshin|October 18, 2019|Nigeria|Banky Wellington, Rahama Sadau, Kanayo O. Kanayo, Ibrahim Suleiman, Michelle Dede, Adesua Etomi, Hilda Dokubo, Akin Lewis|A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.
80998890|tt1106613|Movie|Upstarts|2019|6.7|662|Comedies, Dramas, International Movies|TV-14|112||Udai Singh Pawar|October 18, 2019|India|Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Rajeev Siddhartha, Sheetal Thakur, Ninad Kamat, Swati Semwal, Eijaz Khan|Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.
