show_id|IMDB_id|type|title|release_year|rating|popularity|genres|PG|duration|seasons|director|date_added|country|cast|description
81012294||Movie|Ten Years|2015|||Dramas, Independent Movies, International Movies|TV-MA|102||Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang|February 12, 2019|Hong Kong|Wong Jing, Lau Ho-Chi, Leung Kin-Ping|Five shorts reveal a fictional Hong Kong in 2025, depicting a dystopian city where residents and activists face crackdowns under iron-fisted rule.
80013293|tt2452254|Movie|Clouds of Sils Maria|2014|6.7|27489|Dramas, International Movies|R|124||Olivier Assayas|February 12, 2017|France, Germany, Switzerland|Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet|A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.
80241304|tt7681824|Movie|We the Animals|2018|6.9|3784|Dramas, Independent Movies|R|93||Jeremiah Zagar|February 11, 2019|United States|Evan Rosado, Josiah Gabriel, Isaiah Kristian, Raúl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley|A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening.
80147513|tt3918584|Movie|Stronger Than the World|2016|7.1|1865|Action & Adventure, Dramas, International Movies|NR|123||Afonso Poyart|February 11, 2017|Brazil|José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto|After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic.
80057749|tt6921524|TV Show|Cyborg 009: Call of Justice|2017|5.8|171|Anime Series, International TV Shows|TV-14||1||February 10, 2017|Japan|Keisuke Koumoto, Risa Taneda, Misato Fukuen, Takuya Sato, Satoshi Hino, Kenji Nomura, Mitsuaki Madono, Setsuji Sato, Haruki Ishiya, Ryo Sugisaki, Yui Makino, Kazuhiko Inoue, Yuko Kaida|Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity.
80103818|tt3137630|Movie|David Brent: Life on the Road|2016|6.3|18382|Comedies, International Movies|TV-MA|97||Ricky Gervais|February 10, 2017|United Kingdom, United States|Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon|"With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom."
80141788|tt6522846|Movie|Grillo vs Grillo|2017|4.7|111|Stand-Up Comedy|TV-MA|96|||February 10, 2017|Italy|Beppe Grillo|Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics.
80106791|tt0191182|Movie|Hitler - A Career|1977|7.5|1817|Documentaries, International Movies|TV-MA|150||Joachim Fest, Christian Herrendoerfer|February 10, 2017|West Germany||This documentary examines how Adolf Hitler's talent for manipulation, psychology and image-making led him from humble origins to near-world conquest.
80174429|tt0387412|TV Show|Metallica: Some Kind of Monster|2014|7.5|17310|TV Shows|TV-MA||1|Joe Berlinger, Bruce Sinofsky|February 10, 2017|United States|James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo|This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.
81037273|tt5626716|Movie|14 Minutes from Earth|2016|5.6|139|Documentaries|TV-14|84||Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm|February 1, 2019|United States||A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
60022998|tt0276751|Movie|About a Boy|2002|7.0|172012|Comedies, Dramas, International Movies|PG-13|101||Chris Weitz, Paul Weitz|February 1, 2019|United Kingdom, United States, France, Germany|Nicholas Hoult, Toni Collette, Victoria Smurfit, Sharon Small, Natalia Tena, Isabel Brook, Hugh Grant, Rachel Weisz, Nicholas Hutchison|Hip, irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women.
80205595|tt8001250|TV Show|Always a Witch|2019|6.2|1976|International TV Shows, Spanish-Language TV Shows, TV Dramas|TV-14||1||February 1, 2019|Colombia|Angely Gaviria, Sebastián Eslava, Luis Fernando Hoyos, Verónica Orozco, Lenard Vanderaa, Sofía Araujo, Dylan Fuentes, Valeria Emiliani, Dubán Prado, Carlos Quintero|A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.
81063028|tt1773132|TV Show|Beast Legends|2010|4.7|62|Docuseries|TV-PG||1||February 1, 2019|Canada|Steve Leonard, Francis Manapul, Kathryn Denning, Scott Edwards, Mike Paixao|A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.
60003378|tt0249462|Movie|Billy Elliot|2000|7.7|126322|Dramas, Independent Movies, International Movies|R|110||Stephen Daldry|February 1, 2019|United Kingdom, France|Jamie Bell, Gary Lewis, Stuart Wells, Billy Fane, Colin MacLachlan, Nicola Blackwell, Carol McGuigan, Joe Renton, Janine Birkett, Charlie Hardwick, Mike Elliot, Jean Heywood, Jamie Draven, Julie Walters, Trevor Fox, Adam Cooper|When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father.
81063160|tt3772982|TV Show|Camp X|2014|7.6|75|Docuseries|TV-MA||1||February 1, 2019|Canada||Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage.
70132722|tt1287468|Movie|Cats & Dogs: The Revenge of Kitty Galore|2010|4.3|13970|Children & Family Movies, Comedies|PG|82||Brad Peyton|February 1, 2019|United States, Australia|James Marsden, Nick Nolte, Christina Applegate, Katt Williams, Bette Midler, Neil Patrick Harris, Sean Hayes, Wallace Shawn, Roger Moore, Joe Pantoliano, Michael Clarke Duncan, Chris O'Donnell, Jack McBrayer, Kiernan Shipka|Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.
81045891|tt8443704|Movie|Dear Ex|2018|7.3|3698|Comedies, Dramas, International Movies|TV-MA|100||Hsu Chih-yen, Mag Hsu|February 1, 2019|Taiwan|Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen|A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad.
81059656|tt5766658|Movie|E-Cigarettes: Miracle or Menace?|2016|7.2|35|Documentaries|TV-14|52||Emma Hatherley|February 1, 2019|United Kingdom|Michael Mosley|This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.
81001413|tt8382012|Movie|Free Rein: Valentine's Day|2019|8.8|1319|Movies|TV-Y7|51|||February 1, 2019|United States|Jaylen Barron, Joe Ashman, Manpreet Bambra, Celine Buckens, Freddy Carter, Bruce Herbelin-Earle, Kerry Ingram, Charlotte Jordan, Geoffrey McGivern, Martin Bobb-Semple, Sadie Simm, Carla Woodcock|Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!
80080618||Movie|Guilty|2015|||Dramas, International Movies|TV-MA|127||Meghna Gulzar|February 1, 2019|India|Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi, Sohum Shah, Atul Kumar, Gajraj Rao, Prakash Belawadi, Shishir Sharma, Tabu|When a teen and her family's hired servant turn up dead, inept police bungle the inquiry and wind up fingering a controversial prime suspect.
81059603|tt3685272|TV Show|Harold Shipman - Driven to Kill|2014|6.4|31|British TV Shows, Crime TV Shows, Docuseries|TV-14||1||February 1, 2019|United Kingdom|Harold Shipman|Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman.
80994282|tt7050140|Movie|Have You Seen the Listers?|2017|6.7|213|Documentaries, International Movies|TV-MA|86||Eddie Martin|February 1, 2019|Australia|Anthony Lister|This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
80220013|tt5239942|Movie|Heal|2017|6.9|2061|Documentaries|TV-PG|107||Kelly Noonan|February 1, 2019|United States|Kelly Noonan, Deepak Chopra, Michael Beckwith, Joe Dispenza, Dr. Jeffrey Thompson, Gregg Braden, Joan Borysenko, Marianne Williamson|Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.
81059643|tt4622718|TV Show|Hunters of the South Seas|2015|8.2|65|British TV Shows, Docuseries|TV-14||1||February 1, 2019|United Kingdom|Will Millard|In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle.
80065492|tt4189294|Movie|Lego DC Comics: Batman Be-Leaguered|2014|6.6|1076|Movies|TV-Y7|22||Rick Morales|February 1, 2019|United States|Dee Bradley Baker, Troy Baker, John DiMaggio, Grey DeLisle, Tom Kenny, Nolan North, Khary Payton, James Arnold Taylor|When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day.
81050118|tt9327146|TV Show|Lego Friends: Girls on a Mission|2018|7.3|53|Kids' TV|TV-Y||1|Andrew Tan, Stephen Murray|February 1, 2019|Denmark|Jasmine St. Clair, Allegra Clark, Rosamund Marks, Faye Mata, Kira Buckland, David Roach, Bradley Venable|Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people.
81048914|tt8205250|Movie|LEGO Marvel Super Heroes: Black Panther|2018|5.7|421|Children & Family Movies|TV-Y7-FV|22||Michael D. Black|February 1, 2019|United States|James Mathis III, Keston John, Yvette Nicole Brown, Daisy Lightfoot, Isaac C. Singleton Jr., Trevor Devall, Liam O'Brien, Mick Wingert, Fred Tatasciore, Laura Bailey|When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium.
81048916|tt7387224|Movie|LEGO Marvel Super Heroes: Guardians of the Galaxy|2017|6.0|299|Children & Family Movies|TV-Y7-FV|22|||February 1, 2019|United States||The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them.
81048910|tt5953880|Movie|LEGO Ninjago: Masters of Spinjitzu: Day of the Departed|2016|7.1|152|Action & Adventure, Children & Family Movies|TV-Y7-FV|44|||February 1, 2019|Denmark, China||Cole finds himself trapped in Yang's temple after accidentally releasing a host of villainous spirits that the Ninja must defeat.
80997225||TV Show|Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar)|2017|||Crime TV Shows, Docuseries, International TV Shows|TV-14||1||February 1, 2019|Spain||This true crime series investigates newfound evidence and unanswered questions in famous criminal cases, such as the murder of Asunta Basterra Porto.
80220228|tt6197494|Movie|Malicious|2018|5.0|3321|Horror Movies|TV-MA|91||Michael Winnick|February 1, 2019|United States|Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson|After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.
81059663|tt4842406|TV Show|My Tattoo Addiction|2013|4.1|8|British TV Shows, Docuseries|TV-MA||1||February 1, 2019|United Kingdom|Julian Barratt|Ink junkies dig skin deep and share personal stories about their collection of body art.
70101697|tt1186367|Movie|Ninja Assassin|2009|6.3|68076|Action & Adventure|R|99||James McTeigue|February 1, 2019|Germany, United States|Rain, Naomie Harris, Ben Miles, Rick Yune, Shô Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber|When his best friend is murdered by the shadowy Ozunu clan, Raizo, an orphan raised to be an assassin, vows revenge.
81063091|tt6238500|TV Show|Operation Gold Rush|2016|6.8|25|British TV Shows, Reality TV|TV-14||1||February 1, 2019|United Kingdom|Dan Snow, Felicity Ashton, Kevin Fong, Alisdair Simpson|A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.
80106984|tt4714782|Movie|Personal Shopper|2016|6.1|36287|Dramas, International Movies, Thrillers|R|105||Olivier Assayas|February 1, 2019|France, Germany, Czech Republic, Belgium|Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou Graïa, Nora von Waldstätten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert|A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home.
80211627|tt7520794|TV Show|Russian Doll|2019|7.9|65497|TV Comedies, TV Dramas|TV-MA||1||February 1, 2019|United States|Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, Chloë Sevigny, Brooke Timber|Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.
81041414|tt9050268|TV Show|Sparta|2018|6.4|137|Crime TV Shows, International TV Shows, TV Dramas|TV-MA||1||February 1, 2019|Russia|Alexander Petrov, Artyom Tkachenko, Valeria Shkirando, Marina Kaletskaya, Alisa Lozovskaya, Olga Sutulova, Fillip Gorenshtein, Olga Vinichenko, Petar Zakavitsa, Yan Gakharmanov|While investigating the mysterious death of a teacher, a grizzled detective gets caught up in the world of a high-stakes virtual reality game.
80990612|tt7978710|TV Show|Sword Art Online Alternative: Gun Gale Online|2018|6.8|1536|Anime Series, International TV Shows|TV-14||1||February 1, 2019|Japan|Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki|College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.
81059684|tt9434204|TV Show|The Bible's Buried Secrets|2011|||British TV Shows, Docuseries, Science & Nature TV|TV-14||1||February 1, 2019|United Kingdom|Francesca Stavrakopoulou|Host Francesca Stavrakopoulou travels across the Middle East, offering extraordinary insights into the stories of the Old Testament.
81059816|tt6807106|TV Show|The Big Catch|2015|6.3|57|British TV Shows, Reality TV|TV-PG||1||February 1, 2019|United Kingdom|Ben Fogle|In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler.
81063049|tt0118872|TV Show|The Bomb Squad|2011|5.7|49|British TV Shows, Docuseries|TV-MA||1||February 1, 2019|United Kingdom|Christopher Eccleston|This documentary follows British bomb disposal teams in Afghanistan and the dangers they face in their methodical lives on the front lines of war.
80104316|tt1878870|Movie|The Edge of Seventeen|2016|7.3|103697|Comedies, Dramas|R|105||Kelly Fremon Craig|February 1, 2019|United States, China|Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto|When Nadine's best (and only) friend starts dating her detested older brother, the teenage cynic's life becomes even more unbearable.
